,A,B,SACTRAK,PHASE2,unique_lanevals
1059,441,3061,,,[1]
1060,441,3076,,,[1]
1061,441,3360,,,[1]
1062,442,3108,,,[1]
1063,442,3357,,,[1]
1064,442,3371,,,[1]
1065,442,4711,,,[1]
1066,443,3069,,,[1]
1067,443,4320,,,[1]
1068,443,4646,,,[1]
1069,444,3360,,,[1]
1070,444,8206,,,[1]
1071,445,3362,,,[1]
1072,445,3363,,,[1]
1073,445,3378,,,[1]
1074,445,4709,,,[1]
1075,446,2280,,,[1]
1076,446,3363,,,[1]
1077,446,3366,,,[1]
1078,446,4710,,,[1]
1079,447,2280,,,[1]
1080,447,3081,,,[1]
1081,447,3113,,,[1]
1082,448,3361,,,[1]
1083,448,3371,,,[1]
1084,448,8205,,,[1]
1085,449,3069,,,[1]
1086,449,4321,,,[1]
1087,449,4470,,,[1]
1088,450,2932,,,[1]
1089,450,4715,,,[1]
1090,451,4469,,,[1]
1091,451,8208,,,[1]
1092,452,4714,,,[1]
1093,452,4715,,,[1]
1094,453,8208,,,[1]
1095,453,8209,,,[1]
1096,454,2638,,,[1]
1097,455,4324,,,[1]
1098,455,8214,,,[1]
1099,455,8215,,,[1]
1100,456,457,,,[1]
1101,456,4460,,,[1]
1102,456,8404,,,[1]
1103,457,456,,,[1]
1104,457,4457,,,[1]
1105,458,4326,,,[1]
1106,458,4456,,,[1]
1107,459,2279,,,[1]
1108,459,4323,,,[1]
1109,459,4324,,,[1]
1110,459,4325,,,[1]
1111,460,2278,,,[1]
1112,460,4461,,,[1]
1113,460,8404,,,[1]
1114,461,3083,,,[1]
1115,461,3095,,,[1]
1116,461,3096,,,[1]
1117,462,2279,,,[1]
1118,462,3096,,,[1]
1119,462,3097,,,[1]
1120,463,8216,,,[1]
1121,463,8217,,,[1]
1122,464,3141,,,[1]
1123,464,3142,,,[1]
1124,465,3086,,,[1]
1125,465,3097,,,[1]
1126,465,8218,,,[1]
1127,466,4590,,,[1]
1128,467,3504,,,[1]
1129,467,3511,,,[1]
1130,467,4383,,,[1]
1131,467,4385,,,[1]
1132,468,3414,,,[1]
1133,468,3481,,,[1]
1134,468,3512,,,[1]
1135,468,4198,,,[1]
1136,469,3445,,,[1]
1137,469,4375,,,[1]
1138,469,4789,,,[1]
1139,470,4198,,,[1]
1140,470,4379,,,[1]
1141,471,4097,,,[1]
1142,471,4382,,,[1]
1143,471,4384,,,[1]
1144,471,4385,,,[1]
1145,471,4387,,,[1]
1146,472,3526,,,[1]
1147,472,4386,,,[1]
1148,473,4380,,,[1]
1149,473,8289,,,[1]
1150,474,2153,,,[1]
1151,474,4380,,,[1]
1152,474,4382,,,[1]
1153,474,8287,,,[1]
1154,475,3221,,,[1]
1155,475,3691,,,[1]
1156,476,3694,,,[1]
1157,476,14416,,,[1]
1158,476,15317,,,[0 1]
1159,477,4090,,,[1]
1160,477,4592,,,[1]
1161,478,1042,,,[1]
1162,478,1174,,,[1]
1163,478,4354,,,[1]
1164,478,4541,,,[1]
1165,479,3672,,,[1]
1166,479,4353,,,[1]
1167,479,5785,,,[1]
1168,480,3818,,,[1]
1169,480,4539,,,[1]
1170,480,4540,,,[1]
1171,480,4541,,,[1]
1172,481,3681,,,[1]
1173,481,8199,,,[1]
1174,482,3705,,,[1]
1175,482,3853,,,[1]
1176,482,3880,,,[1]
1177,482,3899,,,[1]
1178,483,3691,,,[1]
1179,483,3693,,,[1]
1180,483,3710,,,[1]
1181,483,4360,,,[1]
1182,484,3694,,,[1]
1183,484,3712,,,[1]
1184,485,3853,,,[1]
1185,485,4358,,,[1]
1186,485,4359,,,[1]
1187,485,4360,,,[1]
1188,486,3709,,,[1]
1189,486,3896,,,[1]
1190,486,4361,,,[1]
1191,486,6643,,,[1]
1192,487,3712,,,[1]
1193,487,3722,,,[1]
1194,487,6643,,,[1]
1195,488,3722,,,[1]
1196,488,3736,,,[1]
1197,488,5923,,,[1]
1198,488,6642,,,[1]
1199,489,3719,,,[1]
1200,489,3733,,,[1]
1201,489,3896,,,[1]
1202,489,6642,,,[1]
1203,490,3736,,,[1]
1204,490,3855,,,[1]
1205,490,4087,,,[1]
1206,491,3734,,,[1]
1207,491,3855,,,[1]
1208,491,3895,,,[1]
1209,492,3699,,,[1]
1210,492,8421,,,[1]
1211,493,3718,,,[1]
1212,493,3882,,,[1]
1213,493,4361,,,[1]
1214,493,8352,,,[1]
1215,494,3717,,,[1]
1216,494,3730,,,[1]
1217,494,3881,,,[1]
1218,494,6641,,,[1]
1219,495,2384,,,[1]
1220,495,3895,,,[1]
1221,495,8351,,,[1]
1222,495,8352,,,[1]
1223,496,3883,,,[1]
1224,496,5682,,,[1]
1225,496,8351,,,[1]
1226,497,3758,,,[1]
1227,497,4038,,,[1]
1228,498,2243,,,[1]
1229,498,2244,,,[1]
1230,498,3893,,,[1]
1231,499,4053,,,[1]
1232,499,4346,,,[1]
1233,500,3894,,,[1]
1234,501,3778,,,[1]
1235,501,3893,,,[1]
1236,502,898,,,[1]
1237,502,3779,,,[1]
1238,502,3897,,,[1]
1239,502,8361,,,[1]
1240,503,4078,,,[1]
1241,503,8082,,,[1]
1242,503,8083,,,[1]
1243,503,8084,,,[1]
1244,504,3776,,,[1]
1245,504,3851,,,[1]
1246,505,3738,,,[1]
1247,505,3862,,,[1]
1248,506,3862,,,[1]
1249,506,8081,,,[1]
1250,507,3740,,,[1]
1251,507,3876,,,[1]
1252,508,3783,,,[1]
1253,508,3861,,,[1]
1254,508,8081,,,[1]
1255,508,10289,,,[1 0]
1256,509,3783,,,[1]
1257,509,4077,,,[1]
1258,510,3781,,,[1]
1259,510,3817,,,[1]
1260,510,3897,,,[1]
1261,510,8086,,,[1]
1262,511,3861,,,[1]
1263,511,3892,,,[1]
1264,511,10288,,,[1]
1265,512,3781,,,[1]
1266,512,3856,,,[1]
1267,512,10288,,,[1]
1268,513,3857,,,[1]
1269,514,4704,,,[1]
1270,514,11523,,,[1]
1271,515,4502,,,[1]
1272,515,5223,,,[1]
1273,516,4700,,,[1]
1274,516,10358,,,[1]
1275,517,3720,,,[1]
1276,517,10357,,,[1]
1277,518,4500,,,[1]
1278,518,5222,,,[1]
1279,519,4500,,,[1]
1280,519,4918,,,[1]
1281,519,14417,,,[1]
1282,520,3860,,,[1]
1283,520,14211,,,[1]
1284,521,3633,,,[1]
1285,521,3663,,,[1]
1286,522,3532,,,[1]
1287,522,3634,,,[1]
1288,523,3458,,,[1]
1289,523,3615,,,[1]
1290,524,1182,,,[1]
1291,524,3615,,,[1]
1292,524,8175,,,[1]
1293,525,3740,,,[1]
1294,525,3863,,,[1]
1295,526,3738,,,[1]
1296,526,3863,,,[1]
1297,527,3714,,,[1]
1298,527,3859,,,[1]
1299,528,3093,,,[1]
1300,529,2913,,,[1]
1301,530,2937,,,[1]
1302,530,2938,,,[1]
1303,530,3073,,,[1]
1304,531,3094,,,[1]
1305,531,15710,,,[1]
1306,532,3560,,,[1]
1307,532,10137,,,[1]
1308,533,4329,,,[1]
1309,533,8429,,,[1]
1310,533,8430,,,[1]
1311,534,3555,,,[1]
1312,535,3609,,,[1]
1313,535,4458,,,[1]
1314,535,4874,,,[1]
1315,536,3498,,,[1]
1316,536,3592,,,[1]
1317,537,3565,,,[1]
1318,537,3567,,,[1]
1319,537,3655,,,[1]
1320,538,2321,,,[1]
1321,538,8609,,,[1]
1322,539,3660,,,[1]
1323,539,8618,,,[1]
1324,539,8619,,,[1]
1325,539,13035,,,[1]
1326,540,3569,,,[1]
1327,540,4254,,,[1]
1328,541,3570,,,[1]
1329,541,6316,,,[0 1]
1330,542,1497,,,[1]
1331,542,3658,,,[1]
1332,542,15516,,,[0 1]
1333,543,3651,,,[1]
1334,543,14564,SAC24331,,[0 1]
1335,544,4998,,,[1 0]
1336,544,6027,,,[1]
1337,545,4248,,,[1]
1338,545,4795,,,[1]
1339,545,5904,,,[1]
1340,546,4248,,,[1]
1341,546,4453,,,[1]
1342,546,8498,,,[1]
1343,547,3608,,,[1]
1344,547,3624,,,[1]
1345,548,3611,,,[1]
1346,548,3612,,,[1]
1347,548,3629,,,[1]
1348,549,3591,,,[1]
1349,550,8168,,,[1]
1350,551,3606,,,[1]
1351,551,6630,,,[1 0]
1352,551,14558,,,[1]
1353,552,3666,,,[1]
1354,552,3668,,,[1 0]
1355,552,8171,,,[1]
1356,552,15182,,,[1]
1357,553,3900,,,[1]
1358,554,3900,,,[1]
1359,555,3670,,,[1]
1360,555,3874,,,[1]
1361,556,3872,,,[1]
1362,556,8164,,,[1]
1363,556,8165,,,[1]
1364,557,3668,,,[1]
1365,557,3873,,,[1]
1366,557,8164,,,[1]
1367,558,3790,,,[1]
1368,558,3791,,,[1]
1369,559,6043,,,[1]
1370,559,8631,,,[1]
1371,559,14563,,,[0 1]
1372,560,3550,,,[1]
1373,561,9168,,,[1]
1374,562,3493,,,[1]
1375,562,3577,,,[1]
1376,563,3584,,,[1]
1377,563,3650,,,[1]
1378,564,6631,SAC24511,,[0 1]
1379,564,6632,,,[1]
1380,564,6633,,,[1]
1381,564,6634,SAC24187,,[0 1]
1382,565,3646,,,[1]
1383,565,8172,,,[1]
1384,566,2276,,,[1]
1385,566,3604,,,[1 0]
1386,566,8635,,,[1]
1387,566,14362,,,[1]
1388,566,14809,,,[0 1]
1389,567,3541,,,[1]
1390,567,3571,,,[1]
1391,567,8291,,,[1]
1392,568,3540,,,[1]
1393,568,3541,,,[1]
1394,568,4506,,,[1]
1395,569,4505,,,[1]
1396,570,3641,,,[1]
1397,570,4543,,,[1]
1398,570,4544,,,[1]
1399,571,3575,,,[1]
1400,571,4602,,,[1]
1401,572,3572,,,[1]
1402,572,4602,,,[1]
1403,573,8061,,,[1]
1404,573,8062,,,[1]
1405,574,3544,,,[1]
1406,574,3571,,,[1]
1407,574,3573,,,[1]
1408,574,3580,,,[1]
1409,575,4465,,,[1]
1410,575,8063,,,[1]
1411,575,8064,,,[1]
1412,576,3563,,,[1]
1413,576,4465,,,[1]
1414,577,3544,,,[1]
1415,577,8073,,,[1]
1416,578,8075,,,[1]
1417,579,3645,,,[1]
1418,579,4362,,,[1]
1419,579,8173,,,[1]
1420,579,12008,,,[1]
1421,580,3637,,,[1]
1422,580,8076,,,[1]
1423,580,8077,,,[1]
1424,581,8076,,,[1]
1425,581,8386,,,[1]
1426,582,2310,,,[1]
1427,582,3641,,,[1]
1428,582,8074,,,[1]
1429,583,2309,,,[1]
1430,583,2310,,,[1]
1431,583,12007,,,[1]
1432,584,4609,,,[1]
1433,584,11268,,,[1]
1434,584,14318,,,[1]
1435,585,1228,,,[1]
1436,585,8075,,,[1]
1437,585,11263,,,[1]
1438,585,11266,,,[1]
1439,586,6017,,,[1]
1440,587,1215,,,[1]
1441,587,3620,,,[1 0]
1442,587,3649,,,[1]
1443,588,1213,,,[1]
1444,588,6623,,,[1]
1445,589,3886,,,[1]
1446,589,14210,,,[1]
1447,590,4595,,,[1]
1448,590,4596,,,[1]
1449,591,4596,,,[1]
1450,591,4699,,,[1]
1451,592,3535,,,[1]
1452,593,3600,,,[1]
1453,593,3636,,,[1]
1454,593,4599,,,[1]
1455,593,8079,,,[1]
1456,594,3640,,,[1]
1457,594,8078,,,[1]
1458,594,8174,,,[1]
1459,595,3399,,,[1]
1460,595,3637,,,[1]
1461,595,8078,,,[1]
1462,595,8079,,,[1]
1463,596,3598,,,[1]
1464,596,3617,,,[1]
1465,596,3635,,,[1]
1466,596,4593,,,[1]
1467,597,4363,,,[1]
1468,597,4593,,,[1]
1469,597,6620,,,[1]
1470,597,14556,,,[1]
1471,598,1212,,,[1]
1472,598,3667,,,[1]
1473,598,4697,,,[1]
1474,599,1211,,,[1]
1475,599,3619,,,[1]
1476,599,5916,,,[1]
1477,599,6623,,,[1]
1478,600,1517,,,[1]
1479,600,3620,,,[1]
1480,600,3767,,,[1]
1481,601,2308,,,[1]
1482,601,3766,,,[1]
1483,601,6621,,,[1]
1484,602,4697,,,[1]
1485,602,6621,,,[0 1]
1486,602,6622,,,[1]
1487,603,1204,,,[1]
1488,603,3767,,,[1]
1489,603,3787,,,[1]
1490,604,3869,,,[1]
1491,605,3873,,,[1]
1492,606,3872,,,[1]
1493,607,3788,,,[1]
1494,607,8089,,,[1]
1495,608,4073,,,[1]
1496,608,8087,,,[1]
1497,609,3785,,,[1]
1498,609,4075,,,[1]
1499,610,4074,,,[1]
1500,610,4076,,,[1]
1501,610,15212,,,[1]
1502,610,16366,,,[1]
1503,611,4074,,,[1]
1504,611,8088,,,[1]
1505,612,8161,,,[1]
1506,612,8162,,,[1]
1507,612,8366,,,[1]
1508,613,8160,,,[1]
1509,614,3934,,,[1]
1510,614,4046,,,[1]
1511,614,6658,,,[1]
1512,614,8160,,,[1]
1513,614,13747,,,[1]
1514,615,3934,,,[1]
1515,615,4047,,,[1]
1516,615,8177,,,[1]
1517,615,13749,,,[1]
1518,616,4047,,,[1]
1519,616,8156,,,[1]
1520,616,8176,,,[1]
1521,616,8757,,,[1]
1522,617,4046,,,[1]
1523,617,8156,,,[1]
1524,618,4703,,,[1]
1525,618,13665,,,[1]
1526,619,8754,,,[1]
1527,619,11262,,,[1]
1528,619,13673,,,[1]
1529,620,8082,,,[1]
1530,620,8085,,,[1]
1531,620,8086,,,[1]
1532,621,3807,,,[1]
1533,621,6659,,,[1]
1534,622,3864,,,[1]
1535,622,8095,,,[1]
1536,623,3864,,,[1]
1537,623,5942,,,[1]
1538,623,6660,,,[1]
1539,624,8099,,,[1]
1540,624,8154,,,[1]
1541,624,8176,,,[1]
1542,624,8365,,,[1]
1543,625,3906,,,[1]
1544,625,4068,,,[1]
1545,626,8151,,,[1]
1546,626,8152,,,[1]
1547,626,8365,,,[1]
1548,626,8395,,,[1]
1549,627,6663,,,[1]
1550,627,6664,,,[1]
1551,627,8094,,,[1]
1552,628,1205,,,[1]
1553,628,6312,,,[1]
1554,628,6662,,,[1]
1555,628,12375,,,[1]
1556,629,3867,,,[1]
1557,629,6312,,,[1]
1558,629,6664,,,[0 1]
1559,629,6665,,,[1]
1560,629,8093,,,[1]
1561,630,3803,,,[1]
1562,630,3867,,,[1]
1563,630,3871,,,[1]
1564,630,8091,,,[1]
1565,630,8092,,,[1]
1566,631,3310,,,[1]
1567,631,15196,,,[1]
1568,632,3198,,,[1]
1569,632,3226,,,[1]
1570,632,4171,,,[1]
1571,632,15069,,,[1]
1572,633,8170,,,[1]
1573,633,14365,,,[0]
1574,634,8092,,,[1]
1575,634,14364,,,[0]
1576,635,4081,,,[1]
1577,636,3978,,,[1]
1578,636,9409,,,[1]
1579,637,4177,,,[1]
1580,638,3980,,,[1]
1581,639,3981,,,[1]
1582,639,3993,,,[1]
1583,639,15382,,,[1]
1584,640,3998,,,[1]
1585,641,3999,,,[1]
1586,642,3991,,,[1]
1587,642,4006,,,[1]
1588,643,3991,,,[1]
1589,643,4392,,,[1]
1590,644,4083,,,[1]
1591,645,2315,,,[1]
1592,645,3954,,,[1]
1593,645,3960,,,[1]
1594,646,4180,,,[1]
1595,647,4181,,,[1]
1596,648,4182,,,[1]
1597,649,4176,,,[1]
1598,650,3948,,,[1]
1599,650,3955,,,[1]
1600,650,4186,,,[1]
1601,651,2365,,,[1]
1602,651,3983,,,[1]
1603,652,3985,,,[1]
1604,652,3987,,,[1]
1605,653,2395,,,[1]
1606,654,4179,,,[1]
1607,655,3506,,,[1]
1608,655,3824,,,[1]
1609,656,2152,,,[1]
1610,656,3472,,,[1]
1611,656,8427,,,[1]
1612,656,8428,,,[1]
1613,657,5782,,,[1]
1614,657,8428,,,[1]
1615,657,15696,,,[0 1]
1616,658,3477,,,[1]
1617,658,6392,,,[1]
1618,658,8425,,,[1]
1619,658,8426,,,[1]
1620,659,3478,,,[1]
1621,659,3503,,,[1]
1622,659,3697,,,[1]
1623,659,4366,,,[1]
1624,659,8388,,,[1]
1625,660,3824,,,[1]
1626,660,4367,,,[1]
1627,660,4368,,,[1]
1628,660,4369,,,[1]
1629,660,8388,,,[1]
1630,661,3503,,,[1]
1631,661,3701,,,[1]
1632,661,11957,,,[1]
1633,662,4365,,,[1]
1634,662,8354,,,[1]
1635,662,8355,,,[1]
1636,662,8422,,,[1]
1637,663,2062,,,[1]
1638,663,2063,,,[1]
1639,663,2136,,,[1]
1640,663,6644,,,[1]
1641,664,4084,,,[1]
1642,664,16325,,,[1]
1643,665,3697,,,[1]
1644,665,3725,,,[1]
1645,665,3835,,,[1]
1646,665,16325,,,[1]
1647,666,3501,,,[1]
1648,666,8325,,,[1]
1649,666,8326,,,[1]
1650,667,3833,,,[1]
1651,667,4349,,,[1]
1652,668,3698,,,[1]
1653,668,3701,,,[1]
1654,668,3844,,,[1]
1655,668,4591,,,[1]
1656,669,4337,,,[1]
1657,669,4591,,,[1]
1658,670,3703,,,[1]
1659,670,3716,,,[1]
1660,670,4347,,,[1]
1661,671,3832,,,[1]
1662,672,3843,,,[1]
1663,673,8339,,,[1]
1664,673,8341,,,[1]
1665,674,3771,,,[1]
1666,675,3831,,,[1]
1667,676,3723,,,[1]
1668,677,3822,,,[1]
1669,677,3828,,,[1]
1670,677,4533,,,[1]
1671,677,5921,,,[1]
1672,678,4351,,,[1]
1673,678,4533,,,[1]
1674,679,3500,,,[1]
1675,679,8324,,,[1]
1676,680,8327,,,[1]
1677,680,8329,,,[1]
1678,681,4570,,,[1]
1679,681,8330,,,[1]
1680,681,8331,,,[1]
1681,681,16329,,,[1]
1682,682,3868,,,[1]
1683,682,4371,,,[1]
1684,683,920,,,[1]
1685,683,4520,,,[1]
1686,683,4535,,,[1]
1687,684,8316,,,[1]
1688,684,8317,,,[1]
1689,684,15086,,,[1]
1690,685,4514,,,[1]
1691,685,4516,,,[1]
1692,685,8321,,,[1]
1693,685,8323,,,[1]
1694,685,15091,,,[1]
1695,686,4515,,,[1]
1696,686,4548,,,[1]
1697,686,8319,,,[1]
1698,686,8320,,,[1]
1699,687,4524,,,[1]
1700,688,4509,,,[1]
1701,688,4510,,,[1]
1702,688,4549,,,[1]
1703,688,15181,,,[1]
1704,689,3743,,,[1]
1705,689,3754,,,[1]
1706,689,8341,,,[1]
1707,690,3754,,,[1]
1708,690,3842,,,[1]
1709,691,8332,,,[1]
1710,691,8333,,,[1]
1711,691,8334,,,[1]
1712,692,8335,,,[1]
1713,692,8336,,,[1]
1714,692,8337,,,[1]
1715,692,8338,,,[1]
1716,693,8342,,,[1]
1717,693,8343,,,[1]
1718,693,8344,,,[1]
1719,694,1132,,,[0 1]
1720,694,3795,,,[1]
1721,694,3797,,,[0 1]
1722,694,10168,,,[0 1]
1723,695,2300,,,[1]
1724,695,3847,,,[1]
1725,695,6385,,,[1]
1726,696,8345,,,[1]
1727,697,3773,,,[1]
1728,697,8346,,,[1]
1729,698,4086,,,[1]
1730,699,4085,,,[1]
1731,699,4347,,,[1]
1732,700,4536,,,[1]
1733,700,4537,,,[1]
1734,701,4431,,,[1]
1735,701,8390,,,[1]
1736,701,13753,,,[1]
1737,702,3773,,,[1]
1738,702,4397,,,[1]
1739,703,3799,,,[1]
1740,703,8348,,,[1]
1741,704,8349,,,[1]
1742,704,8389,,,[1]
1743,705,4004,,,[1]
1744,705,13419,,,[1]
1745,706,4004,,,[1]
1746,706,4008,,,[1]
1747,707,4000,,,[1]
1748,708,4193,,,[1]
1749,709,3976,,,[1]
1750,710,3976,,,[1]
1751,710,4050,,,[1]
1752,711,2362,,,[1]
1753,712,2361,,,[1]
1754,713,2332,,,[1]
1755,713,9241,,,[1]
1756,713,13418,,,[1]
1757,714,2333,,,[1]
1758,714,4070,,,[1]
1759,714,5599,,,[1]
1760,715,4345,,,[1]
1761,715,4572,,,[1]
1762,715,8349,,,[1]
1763,715,8350,,,[1]
1764,716,4284,,,[1]
1765,716,4286,,,[1]
1766,716,4345,,,[1]
1767,717,4042,,,[1]
1768,717,9283,,,[1]
1769,718,3919,,,[1]
1770,718,4184,,,[1]
1771,718,8393,,,[1]
1772,718,8743,,,[1]
1773,719,6649,,,[1]
1774,719,8391,,,[1]
1775,719,14863,,,[1]
1776,720,4042,,,[1]
1777,720,6649,,,[1]
1778,720,6650,,,[1]
1779,720,8364,,,[1]
1780,721,4395,,,[1]
1781,721,8418,,,[1]
1782,721,8419,,,[1]
1783,721,15180,,,[1]
1784,722,909,,,[0 1]
1785,722,6651,,,[1]
1786,722,13657,,,[1]
1787,723,5675,,,[1]
1788,723,13658,,,[0 1]
1789,724,14301,,,[1]
1790,724,15656,,,[0 1]
1791,725,1191,,,[1]
1792,725,3925,,,[1]
1793,725,6051,,,[1]
1794,726,4035,,,[1]
1795,726,4395,,,[1]
1796,726,8445,,,[1]
1797,726,13741,,,[1]
1798,727,4861,,,[1]
1799,727,8417,,,[1]
1800,727,13743,SAC24759,,[0 1]
1801,728,4043,,,[1]
1802,728,13667,,,[1]
1803,729,3943,,,[1]
1804,729,4034,,,[1]
1805,730,3943,,,[1]
1806,730,4187,,,[1]
1807,731,3940,,,[1]
1808,732,3945,,,[1]
1809,732,3966,,,[1]
1810,733,3965,,,[1]
1811,733,3974,,,[1]
1812,734,3974,,,[1]
1813,734,4121,,,[1]
1814,735,3972,,,[1]
1815,736,2359,,,[1]
1816,737,2360,,,[1]
1817,738,2358,,,[1]
1818,739,4024,,,[1]
1819,739,4026,,,[1]
1820,740,4024,,,[1]
1821,741,1133,,,[1]
1822,741,4035,,,[1]
1823,742,3935,,,[1]
1824,743,3937,,,[1]
1825,744,3924,,,[1]
1826,745,3936,,,[1]
1827,746,3963,,,[1]
1828,746,4034,,,[1]
1829,747,4067,,,[1]
1830,748,2320,,,[1]
1831,748,4702,,,[1]
1832,749,1159,,,[0 1]
1833,749,3796,,,[1]
1834,749,6158,,,[0 1]
1835,749,15337,,,[0 1]
1836,749,15380,,,[0 1]
1837,750,6030,,,[1]
1838,750,8348,,,[1]
1839,750,10338,,,[1]
1840,751,8348,,,[1]
1841,751,8350,,,[1]
1842,751,8362,,,[1]
1843,752,4037,,,[1]
1844,753,3915,,,[1]
1845,754,6236,,,[1]
1846,755,9276,,,[1]
1847,756,4032,,,[1]
1848,756,4060,,,[1]
1849,757,4120,,,[1]
1850,758,4015,,,[1]
1851,759,4016,,,[1]
1852,760,4030,,,[1]
1853,761,4019,,,[1]
1854,762,4119,,,[1]
1855,763,3407,,,[1]
1856,763,4820,,,[1]
1857,764,4817,,,[1]
1858,764,5721,,,[1]
1859,765,2317,,,[1]
1860,765,5708,,,[1]
1861,766,2026,,,[1]
1862,766,4803,,,[1]
1863,766,5730,,,[1]
1864,767,2035,,,[1]
1865,767,5735,,,[1]
1866,768,2034,,,[1]
1867,768,5757,,,[1]
1868,769,2028,,,[1]
1869,769,5763,,,[1]
1870,770,2053,,,[1]
1871,770,4810,,,[1]
1872,770,5794,,,[1]
1873,771,2050,,,[1]
1874,771,5792,,,[1]
1875,772,2086,,,[1]
1876,772,4812,,,[1]
1877,772,5806,,,[1]
1878,773,2127,,,[1]
1879,773,4824,,,[1]
1880,773,5809,,,[1]
1881,774,2065,,,[1]
1882,774,2066,,,[1]
1883,774,4826,,,[1]
1884,775,3453,,,[1]
1885,775,5830,,,[1]
1886,775,7043,,,[1]
1887,776,5777,,,[1]
1888,776,5822,,,[1]
1889,777,4917,,,[1]
1890,777,5745,,,[1]
1891,778,2036,,,[1]
1892,778,4836,,,[1]
1893,778,5751,,,[1]
1894,779,7022,,,[1]
1895,780,14876,,,[1]
1896,780,16165,,,[1]
1897,781,1073,,,[1]
1898,781,8037,,,[1]
1899,781,8105,,,[1]
1900,781,8480,,,[1]
1901,782,3483,,,[1]
1902,782,8450,SAC24537,,[0 1]
1903,782,11536,SAC24537,,[0 1]
1904,782,11537,SAC24537,,[0 1]
1905,782,11545,SAC24537,,[0 1]
1906,783,11533,SAC24537,,[0 1]
1907,783,11536,SAC24537,,[0 1]
1908,783,14571,,,[1]
1909,783,14573,SAC24537,,[0 1]
1910,784,4800,,,[1]
1911,784,5767,,,[1]
1912,785,2027,,,[1]
1913,785,4802,,,[1]
1914,785,5733,,,[1]
1915,786,5737,,,[1]
1916,786,5851,,,[1]
1917,787,5780,,,[1]
1918,788,2039,,,[1]
1919,788,4836,,,[1]
1920,788,5749,,,[1]
1921,789,2142,,,[1]
1922,789,4807,,,[1]
1923,789,5818,,,[1]
1924,790,4785,,,[1]
1925,790,4808,,,[1]
1926,790,5820,,,[1]
1927,790,5833,,,[1]
1928,791,4784,,,[1]
1929,791,4835,,,[1]
1930,791,5824,,,[1]
1931,792,4829,,,[1]
1932,792,5741,,,[1]
1933,793,4834,,,[1]
1934,793,5824,,,[1]
1935,793,5828,,,[1]
1936,794,4830,,,[1]
1937,794,5831,,,[1]
1938,795,2087,,,[1]
1939,795,4824,,,[1]
1940,795,5808,,,[1]
1941,796,2135,,,[1]
1942,796,4827,,,[1]
1943,796,5765,,,[1]
1944,796,5812,,,[1]
1945,797,2073,,,[1]
1946,797,4823,,,[1]
1947,797,5798,,,[1]
1948,798,2064,,,[1]
1949,798,9622,,,[1]
1950,799,2301,,,[1]
1951,799,4822,,,[1]
1952,799,5724,,,[1]
1953,800,2274,,,[1]
1954,800,4825,,,[1]
1955,800,5727,,,[1]
1956,801,4821,,,[1]
1957,801,5725,,,[1]
1958,802,2242,,,[1]
1959,802,2322,,,[1]
1960,802,4809,,,[1]
1961,803,2254,,,[1]
1962,803,2325,,,[1]
1963,804,4815,,,[1]
1964,804,5715,,,[1]
1965,804,7031,,,[1]
1966,805,4814,,,[1]
1967,805,5707,,,[1]
1968,806,2029,,,[1]
1969,806,5761,,,[1]
1970,807,2030,,,[1]
1971,807,5759,,,[1]
1972,808,3431,,,[1]
1973,808,4805,,,[1]
1974,808,5790,,,[1]
1975,809,2085,,,[1]
1976,809,5804,,,[1]
1977,810,4777,,,[1]
1978,810,4790,,,[1]
1979,810,4806,,,[1]
1980,810,5814,,,[1]
1981,811,4813,,,[1]
1982,811,5816,,,[1]
1983,811,7334,,,[1]
1984,812,4741,,,[1]
1985,812,4811,,,[1]
1986,812,5796,,,[1]
1987,813,6446,,,[1]
1988,813,6447,,,[1]
1989,814,6403,,,[1]
1990,815,6448,,,[1]
1991,816,6449,,,[1]
1992,817,6450,,,[1]
1993,817,6451,,,[1]
1994,818,6426,,,[1]
1995,819,6485,,,[1]
1996,820,6452,,,[1]
1997,821,6453,,,[1]
1998,822,6437,,,[1]
1999,823,6432,,,[1]
2000,823,6454,,,[1]
2001,824,6455,,,[1]
2002,825,6455,,,[1]
2003,826,6414,,,[1]
2004,827,6507,,,[1]
2005,828,6456,,,[1]
2006,828,6457,,,[1]
2007,829,6458,,,[1]
2008,830,6458,,,[1]
2009,831,6501,,,[1]
2010,832,4335,,,[1]
2011,833,4335,,,[1]
2012,834,4334,,,[1]
2013,835,2837,,,[1]
2014,836,4662,,,[1]
2015,837,8309,,,[1]
2016,837,11337,,,[1]
2017,838,10278,,,[1]
2018,838,10370,,,[0 1]
2019,838,14433,,,[1]
2020,839,2198,,,[1]
2021,839,2199,,,[1]
2022,840,2261,,,[1]
2023,840,3099,,,[1]
2024,841,2658,,,[1]
2025,842,4192,,,[1]
2026,843,2253,,,[1]
2027,843,2742,,,[1]
2028,843,4899,,,[1]
2029,844,2777,,,[1]
2030,844,2778,,,[1]
2031,845,8988,,,[1]
2032,845,8990,,,[1]
2033,845,14871,,,[1]
2034,846,14225,,,[1]
2035,847,10448,,,[1]
2036,847,10901,,,[1]
2037,848,1501,,,[1]
2038,848,4199,,,[1]
2039,848,11178,,,[1]
2040,849,13554,,,[2 1]
2041,850,11026,,,[1]
2042,851,11420,,,[1]
2043,851,11422,,,[1]
2044,852,10907,,,[1]
2045,853,10508,,,[1]
2046,853,10997,,,[1]
2047,854,10536,,,[1]
